airline,source airport,destination airport,codeshare,stops,equipment
Fi,Kef,Man,-1,0,75W
At,Ndr,Fra,-1,0,738
Ba,Lhr,Ams,-1,0,767 320 319 321
Fr,Mjv,Dub,-1,0,738
7H,Shh,Waa,Y,0,Cnt
Kq,Apl,Nbo,-1,0,E90 E70
A3,Waw,Ath,-1,0,320
Us,Mia,Scl,-1,0,763
Lt,Prg,Vno,-1,0,Cr2
Q9,Ypn,Ygv,-1,0,Pag
9W,Ajl,Ccu,Y,0,At7
Tk,Kan,Ndj,-1,0,738
Os,Vie,Tfs,Y,0,320
Cg,Ung,Dau,-1,0,Dh8
Fr,Gro,Mla,-1,0,738
Mu,Pvg,Ctu,-1,0,320 319 738
S7,Dme,Alc,-1,0,320
Ab,Nap,Txl,-1,0,320 73G
Hu,Urc,Lhw,-1,0,738
3M,Mco,Rsw,-1,0,Sf3
Af,Lgg,Bia,-1,0,320
9E,Evv,Atl,-1,0,Crj
B2,Lca,Msq,-1,0,733
Gs,Het,Wua,-1,0,Erj
Aa,Sna,Phx,-1,0,320 319 321
Kl,Hah,Nbo,Y,0,73W
Ad,Vcp,Jdo,-1,0,E90
Ua,Pni,Tkk,-1,0,73G 738
Fr,Bcn,Scq,-1,0,738
Su,Pee,Svo,-1,0,Su9 320
Q7,Nas,Fpo,-1,0,Sf3
Fm,Mig,Pvg,-1,0,738
Zb,Agp,Bhx,-1,0,321
Ac,Yyz,Ymm,-1,0,E90 320 319
Nt,Tfn,Gmz,Y,0,At7
Bt,Rix,Waw,-1,0,Dh4
La,Lim,Iqt,-1,0,319
Mu,Wux,Hkg,-1,0,320
Or,Bon,Ams,-1,0,763
Bv,Dme,Fco,-1,0,737
Fl,Cak,Atl,-1,0,717
Mj,Dmm,Cmb,Y,0,343
Us,Dfw,Pty,-1,0,738
7H,Bet,Wtl,Y,0,Cna
Tm,Pol,Bew,-1,0,Em2
Eo,Tuu,Cai,-1,0,320
Ab,Mah,Muc,-1,0,738
Lh,Muc,Pvg,-1,0,346
Dx,Bll,Svg,-1,0,At5 Sf3
Us,Ogg,Phx,-1,0,752
De,Dus,Rho,-1,0,32S
Dl,Bos,Ric,Y,0,Cr9 Cr7
G4,Sgf,Pie,-1,0,320
To,Ace,Ltn,-1,0,75W 73H
Su,Rov,Led,-1,0,A81 319
4H,Dac,Ccu,-1,0,At7
Pk,Pjg,Khi,-1,0,Atr
Fr,Fkb,Ace,-1,0,738
Dl,Slc,Rdu,-1,0,320 73H
Mu,Ctu,Nay,Y,0,737
Ua,Ewr,Buf,Y,0,Dh4 Erj Dh3 Dh2
Zh,Foc,Csx,-1,0,320
Us,Dfw,Mci,-1,0,M80 M83
Jw,Tpe,Nrt,-1,0,320
Jj,Joi,Cgh,-1,0,319
B6,Ewr,Fll,-1,0,320
U2,Tll,Lgw,-1,0,319 320
8Q,Ayt,Svo,-1,0,321
Ay,Lis,Ams,Y,0,320 319
Fr,Bds,Ein,-1,0,738
Us,Yyz,Ord,-1,0,Er4 Cr7
Mh,Cmb,Fco,-1,0,332 343
Vy,Tng,Bcn,-1,0,320
Ei,Cfu,Dub,-1,0,320
Pr,Bne,Drw,-1,0,320
Wn,Mdw,Cle,-1,0,73W 73C
Us,Geg,Phx,-1,0,319
Jd,Cgo,Syx,-1,0,320
Af,Atl,Orf,Y,0,M88 M90
Cx,Hkg,Wnz,-1,0,321 320
Vb,Gdl,Mex,-1,0,733
Mf,Wus,Xmn,-1,0,737
W3,Kan,Abv,-1,0,Dh4
Jj,Pek,Mad,-1,0,330
Sn,Bru,Tls,-1,0,Ar1
Zh,Ctu,Khn,-1,0,738
Aa,Mem,Ord,Y,0,Cr7 Er4 Erd
Tcx,Brs,Ayt,-1,0,320
3U,Ngb,Hak,-1,0,321
Be,Bhd,Gla,-1,0,Dh4
Hg,Vie,Skg,-1,0,E90
Tr,Hdy,Sin,-1,0,320
5N,Svo,Scw,-1,0,735
Dl,Lga,Fll,-1,0,M88 738 319
Lh,Mia,Fra,-1,0,388
Fr,Ema,Pmi,-1,0,738
Ps,Rov,Kbp,-1,0,73J
Ir,Kul,Ika,-1,0,74L
Ua,Sfo,Bfl,Y,0,Em2
Fd,Dmk,Cnx,-1,0,320
Ac,Roc,Yyz,Y,0,Beh
Aa,Hnd,Hnl,-1,0,777
Pc,Mlx,Saw,-1,0,738 320
U2,Pfo,Edi,-1,0,320
W6,Otp,Cuf,-1,0,320
Ca,Xmn,Tao,Y,0,738
Fr,Lba,Pmi,-1,0,738
W6,Cra,Bgy,-1,0,320
Ib,Dtm,Bcn,-1,0,320
9W,Auh,Ccj,-1,0,320
Ba,Psa,Lhr,-1,0,320 321
4U,Zad,Str,-1,0,319
Pk,Isb,Mux,-1,0,Atr
Ix,Jai,Shj,-1,0,738
M4,Ssh,Hbe,-1,0,Dh4
Dy,Nce,Bgo,-1,0,73H
Ju,Hga,Mgq,-1,0,737
B6,Ewr,Tpa,-1,0,320
Ca,Wnz,She,-1,0,320
8L,Tyn,Het,-1,0,321
Br,Tpe,Bne,-1,0,332
Dl,Msp,Psc,Y,0,Cr9
Oz,Icn,Fuk,-1,0,333 321 77L 763
Aa,Dfw,Gua,-1,0,738
A3,Ath,Phl,Y,0,332
Wn,Jax,Las,-1,0,73W
Us,Dfw,Smf,-1,0,M83
Wn,Phx,Buf,-1,0,73W
Sw,Jnb,Wdh,-1,0,319 Er3
Wy,Dmm,Mct,-1,0,738 E75 73G
Hu,Hak,Nng,-1,0,738
Ak,Bki,Sin,-1,0,320
6E,Dib,Gau,-1,0,320
Jl,Nrt,Icn,-1,0,73H
Kl,Okc,Atl,Y,0,Cr9 M88
5H,Mba,Nbo,-1,0,Crj
Qz,Jog,Sin,-1,0,320
Dl,Msn,Slc,Y,0,Cr7
Mu,Llf,Szx,-1,0,737
Lx,Prn,Gva,-1,0,320
Ro,Kiv,Otp,-1,0,At5 At7
Cz,Tsn,Xmn,Y,0,737
Kl,Atl,Dal,Y,0,Crj
Ua,Iah,Grr,Y,0,Erj Crj
8U,Dxb,Tip,-1,0,332
Ai,Del,Kbl,-1,0,320
Ua,Dtw,Iah,-1,0,320 319 73G
Dl,Ngo,Dtw,-1,0,744
Nz,Vli,Akl,-1,0,320
Os,Vie,Dnk,Y,0,F70 100
Fr,Cia,Ibz,-1,0,738
Hy,Gyd,Tas,-1,0,320
De,Lej,Dje,-1,0,32S
Fr,Nrn,Chq,-1,0,738
6E,Del,Rpr,-1,0,320
Fr,Cuf,Aho,-1,0,738
Ak,Blr,Kul,-1,0,320
X3,Dlm,Haj,-1,0,73H
Lh,Txl,Vko,-1,0,320
Aa,Phl,Doh,-1,0,777
3U,Xiy,Xnn,-1,0,319
Ca,Mfm,Pvg,-1,0,321
Sg,Blr,Maa,-1,0,Dh8
Jp,Lju,Vie,-1,0,Cr9 Cr2
Ka,Tao,Hkg,-1,0,333 320
Se,Fdf,Cdg,-1,0,333
Fr,Stn,Agp,-1,0,738
Wf,Eve,Tos,-1,0,Dh3 Dh1 Dh2
Fr,Ace,Brs,-1,0,738
Hv,Bjv,Ein,-1,0,73H
Aa,Ord,Abq,Y,0,E75
Cz,Cgo,Hrb,-1,0,320
Ua,Den,Gjt,-1,0,Dh4
Dl,Dtw,Ams,-1,0,777 333 332 76W
G3,Pvh,Mao,-1,0,73G
K6,Han,Pnh,-1,0,321
Se,Cdg,Ptp,-1,0,333
Ac,Yvr,Fra,Y,0,744
U2,Stn,Cag,-1,0,319
Ua,Sbn,Ord,Y,0,Cr7 Erj Crj E70
Ay,Hel,Bkk,-1,0,343
Mh,Mct,Auh,Y,0,320
Tg,Bkk,Rgn,-1,0,330 Ab6 333
De,Ayt,Haj,-1,0,32S 321
Ir,Tbz,Mhd,-1,0,M82 100 Ab4
Wt,Yfh,Yqt,-1,0,Pl2 Beh
Xv,Dom,Sxm,-1,0,J32
Oz,Doh,Icn,Y,0,333
Az,Fco,Ath,-1,0,32S 321 319
V0,Vig,Ccs,-1,0,E90
Sv,Maa,Dmm,-1,0,333
Ib,Lhr,Lba,Y,0,319
Ci,Bkk,Ams,-1,0,343
Mf,Hgh,Cgo,-1,0,737
Xk,Fsc,Mrs,-1,0,At7
Zh,Can,Wxn,Y,0,737
Bb,Sju,Sdq,-1,0,Sf3
7H,Anc,Fai,-1,0,Dh8 Be1
Fl,Puj,Mdw,-1,0,73G
Su,Svo,Mla,-1,0,319
Hy,Dme,Nvi,-1,0,320
Ca,Cgk,Xmn,-1,0,738
5J,Ceb,Iao,-1,0,Atr
Cz,Can,Bkk,-1,0,320 738 763
Mj,Shj,Cmb,-1,0,321
Aa,Ama,Dfw,Y,0,Er4 Crj Erd
Az,Cdg,Edi,Y,0,Ar8
4U,Cgn,Szg,-1,0,319
3U,Mel,Ctu,-1,0,330
Az,Tun,Fco,-1,0,32S 319 E90 E75
Qz,Bdo,Kul,-1,0,320
Ls,Ncl,Pfo,-1,0,752
R3,Mcx,Krr,-1,0,Dh4
Vs,Del,Lhr,-1,0,333 346
Mu,Syd,Nkg,-1,0,332
Hu,Yih,Szx,-1,0,738
Fr,Cfu,Stn,-1,0,738
Nz,Akl,Zqn,-1,0,320
Bk,Syx,Ngb,-1,0,738
Fl,Mdw,Cle,-1,0,73W
Wn,Bna,Stl,-1,0,73W 73C
Wf,Rvk,Trd,-1,0,Dh1 Dh2
9K,Ewb,Hpn,-1,0,Cna
Gf,Bah,Auh,-1,0,320
Aa,Phx,Abq,Y,0,Cr9 Crj
Vy,Agp,Bru,-1,0,320
Af,Atl,Ind,Y,0,320 M88 M90
Wf,Trd,Tos,-1,0,Dh4
Lh,Blr,Fra,-1,0,74H
Ps,Led,Kbp,-1,0,E90 734 735 73N
Px,Hir,Nan,-1,0,737
Pn,Nkg,Ckg,-1,0,320
As,Sea,Lih,-1,0,73H
Aa,Koa,Lax,-1,0,757
Us,Lis,Ewr,Y,0,343 332
Wj,Ybx,Yif,-1,0,Dht Be1
Nu,Mmy,Oka,-1,0,734
Ul,Hri,Jed,-1,0,343
Ab,Hrg,Txl,-1,0,321
Jl,Tao,Ngo,Y,0,321
A5,Sxb,Mrs,-1,0,Cr7 Er4 E70
Lh,Kul,Fra,-1,0,346
Kl,Ams,Atl,-1,0,777
Aa,Kul,Nrt,-1,0,763
Km,Cta,Mla,-1,0,319 320
Kq,Wdh,Lun,-1,0,Er3
Dl,Cdg,Sea,-1,0,332
Q5,Fai,Hkb,-1,0,Cna
Un,Dme,Mrv,-1,0,735
Oz,Icn,Hrb,-1,0,763
4U,Cgn,Klu,-1,0,Crj
Un,Dme,Msq,Y,0,735
Px,Dps,Pom,-1,0,738
Ab,Dme,Txl,-1,0,738
Dl,Iad,Cdg,-1,0,388 77W
Af,Atl,Dhn,Y,0,Crj
Kl,Ams,Ord,-1,0,74M
Ua,Tus,Den,Y,0,Erj Crj Cr7
Ac,Rsw,Yyz,-1,0,320
Dy,Agp,Arn,-1,0,73H
Fr,Edi,Alc,-1,0,738
Md,Kul,Bkk,Y,0,333
Eg,Led,Tju,-1,0,320
X3,Bvc,Sid,-1,0,73H
Us,Phx,Dro,Y,0,Crj Cr9
Fl,Cle,Den,-1,0,73W
Dl,Fwa,Atl,Y,0,Crj
A2,Skg,Cfu,-1,0,143
Ua,Sfo,Sat,Y,0,Cr7
En,Vrn,Muc,-1,0,E95
Px,Bua,Rab,-1,0,100 Dh8
Aa,Lgw,Tpa,Y,0,777
Ap,Cta,Lys,-1,0,320
Aa,Phl,Yyz,Y,0,Crj E75
Sk,Svg,Fra,Y,0,733 735 319
Ts,Yul,Puj,-1,0,310
Mo,Yth,Yqd,-1,0,Frj
Fr,Fao,Pik,-1,0,738
Zh,Pek,Sha,Y,0,777 747 737 330
Ns,Szx,Sjw,-1,0,73G
Wn,Alb,Bwi,-1,0,73W
Vy,Iev,Bcn,-1,0,320
8R,Mdz,Nqn,-1,0,Sf3
Bi,Sub,Bwn,-1,0,320
Wf,Soj,Hft,-1,0,Dh1 Dh2
Jj,Mao,Stm,-1,0,320
Dl,Dtw,Sbn,Y,0,Crj
Fr,Aho,Bva,-1,0,738
Ac,Bdl,Yul,Y,0,Beh
Cn,Inc,Pek,-1,0,738
Lg,Lux,Var,-1,0,73H
Ib,Bcn,Drs,Y,0,320
Ios,Njc,Oms,-1,0,Cr2
Md,Ftu,Tle,-1,0,733
Cz,Xiy,Tyn,-1,0,320 319
Cx,Hkg,Sfo,-1,0,77W 744
Ca,Hyn,Can,Y,0,320
Ir,Kih,Awz,-1,0,M82
Us,Lax,Ogg,-1,0,757
As,Sea,Oak,-1,0,73H 73G 734
8L,Ljg,Ckg,-1,0,321
Kl,Fih,Bzv,Y,0,737 738
Dl,Dmm,Kwi,Y,0,332 330
3U,Xmn,Kmg,-1,0,320
Wn,Bur,Smf,-1,0,73W
5J,Mnl,Hkg,-1,0,320
Af,Can,Ckg,Y,0,319
Wn,Pdx,Den,-1,0,73W 73H
Ou,Lhr,Zag,-1,0,319 320
Fr,Krk,Bhx,-1,0,738
Sk,Biq,Cph,-1,0,Cr9
3U,Swa,Ckg,-1,0,319
Lo,Lwo,Waw,-1,0,E95 E70
Sq,Usm,Sin,Y,0,319
Am,Cun,Dtw,Y,0,320
Ua,Hkg,Ord,-1,0,777
Su,Svo,Kzn,-1,0,320 319 Su9 321
Aa,Lhr,Dfw,-1,0,77W 777
Pc,Ayt,Bru,-1,0,738
Ei,Ncl,Ork,Y,0,At7
Fl,Den,Tus,Y,0,73W 73C
4T,Zrh,Rmf,-1,0,320
Lh,Fra,Hkg,-1,0,74H
Qr,Bcn,Jfk,Y,0,763
7C,Cju,Cjj,-1,0,737
Ua,Tul,Den,Y,0,Crj Erj Cr7
Aa,Nrt,Icn,-1,0,737
Vt,Mau,Bob,-1,0,Atr
S2,Gau,Ixs,Y,0,At7
Fb,Sof,Waw,-1,0,E75
G3,Nvt,Cgh,-1,0,73G
Af,Cai,Cdg,-1,0,332 343
Tom,Mla,Man,-1,0,73H
At,Oud,Ory,-1,0,738
Ad,Pmw,Bsb,-1,0,At7
Cg,Hgu,Lae,-1,0,Dh8
5J,Mnl,Vrc,-1,0,319
Kk,Ist,Tbs,-1,0,320
U2,Bsl,Rak,-1,0,320 319
Ac,Yvr,Yxe,Y,0,Crj
Jl,Cgk,Nrt,-1,0,773 777
Az,Ams,Txl,Y,0,737
Us,Clt,Puj,-1,0,319 752 321 320
Tr,Han,Sin,-1,0,320
Mh,Aor,Kul,-1,0,738 734
Az,Bcn,Pmi,Y,0,E90
K8,Cnx,Hgn,-1,0,Cnc
Lw,Iah,Vct,Y,0,Pa2
B6,Bos,Lax,-1,0,320
At,Vil,Cmn,-1,0,738
Ca,Mfm,She,-1,0,319
Dy,Bgo,Trf,-1,0,73H
Kc,Ala,Kzn,-1,0,E90
Nk,Dfw,Oak,-1,0,319
Zb,Man,Lei,-1,0,321
Lm,Ppw,Wry,-1,0,Bni
Ab,Txl,Tlv,-1,0,321 738 320
Ua,Nas,Ewr,-1,0,320 738
G3,Joi,Cgh,-1,0,73G
3U,Hkg,Zha,-1,0,319
Dl,Msp,Nrt,-1,0,332 777
Ua,Bon,Iah,-1,0,738
Sk,Cph,Nce,-1,0,321 320
Cz,Pek,Xiy,-1,0,333 320 321
Af,Cwl,Gla,Y,0,F50
Vn,Dad,Ctu,-1,0,321
Dl,Lft,Atl,Y,0,Crj
Us,Zrh,Sin,-1,0,388
Mu,Wux,Sin,-1,0,320
Av,Mia,Sap,-1,0,320 E90 319
Tk,Ist,Med,-1,0,321 343 330 332
Be,Ext,Man,-1,0,Dh4
Mu,Ctu,Hfe,-1,0,320
Ls,Vce,Lba,-1,0,733
2J,Coo,Lfw,-1,0,M87
To,Pmi,Lba,-1,0,73H
Ua,Puj,Ewr,-1,0,753 739
Tg,Bkk,Arn,-1,0,773
St,Tfs,Erf,-1,0,73G
Tu,Ams,Tun,-1,0,319 736
Ab,Jer,Str,-1,0,Dh4
Cz,Urc,Kwe,-1,0,73G
W9,Aky,Rgn,-1,0,At7
Tw,Tae,Cju,-1,0,737
Qf,Per,Zne,-1,0,73H
Cz,Xmn,Csx,-1,0,320
Ac,Yyz,Ccc,-1,0,319
N3,Jbq,Aua,-1,0,J32
Dl,Sjc,Slc,-1,0,738
Ze,Nrt,Icn,-1,0,738
Cg,Gur,Lsa,-1,0,Dh8
O6,Bsb,Ssa,-1,0,318
Sj,Mlg,Cgk,-1,0,733
5J,Dpl,Mnl,-1,0,320 319
O6,Mcz,Ssa,-1,0,320
Ua,Msn,Ord,Y,0,Erj Cr7 Crj
Jj,Aju,Gru,-1,0,320
Li,Anu,Bgi,-1,0,At4 At7
Ei,Dub,Man,-1,0,320
Fr,Vlc,Ibz,-1,0,738
Hv,Psa,Ams,-1,0,73H
Us,Clt,Tri,-1,0,Crj
Et,Add,Enu,-1,0,752
Vb,Trc,Cun,-1,0,733
Z8,Asu,Vvi,-1,0,Crj
Ca,Dlc,Ntg,Y,0,738
A5,Ory,Rdz,-1,0,At7
Ad,For,Slz,-1,0,E95
Wf,Sdn,Sog,-1,0,Dh1
9U,Fco,Kiv,-1,0,E90
Ba,Ctu,Lhr,-1,0,777 788
Ge,Khh,Foc,-1,0,320
Tg,Cph,Man,Y,0,320 717 Cr9
Qr,Muc,Doh,-1,0,788
Aa,Yvr,Lax,-1,0,737
Fb,Sof,Bru,-1,0,E90 319
Sj,Mdc,Tte,-1,0,735
7R,Krr,Vog,-1,0,Cr2
Mu,Lhw,Tna,-1,0,320
Aa,Pvg,Lax,-1,0,777
P6,Yqb,Yhu,-1,0,J32 Pl2
Oz,Mfm,Icn,-1,0,321
Qf,Lax,Ppt,-1,0,343
Jj,Cgr,Cgh,-1,0,320
Kl,Atl,Lft,Y,0,Crj
To,Vrn,Lgw,-1,0,75W 73H
Ua,Iad,Fll,-1,0,752
7H,Auk,Emk,Y,0,Cna
Bc,Ngo,Cts,-1,0,737
Ey,Cok,Auh,-1,0,320
Us,Cho,Phl,Y,0,Dh8
Qf,Sgn,Syd,Y,0,330
Fr,Fmm,Snn,-1,0,738
Ua,Mry,Lax,Y,0,Crj
Ws,Yyc,Ykf,-1,0,73W
Mh,Lhr,Hel,Y,0,320 321
8R,Eqs,Crd,-1,0,Sf3
Dl,Anc,Slc,-1,0,738
U6,Oss,Dme,-1,0,320
Su,Vvo,Icn,-1,0,319 737
Us,Clt,Fco,-1,0,333
Ad,Cwb,Cnf,-1,0,E95
Aa,Phl,Sfo,-1,0,320 321
Ir,Kih,Syz,-1,0,M82
Fr,Kun,Alc,-1,0,738
Jd,Hld,Pek,-1,0,319
Ba,Lhr,Sea,-1,0,744 777
G9,Nag,Shj,-1,0,320
Ux,Svq,Pmi,-1,0,738
Mh,Kul,Cgk,-1,0,738
8E,Eli,Ome,-1,0,Cnc
Fr,Brs,Ace,-1,0,738
Mu,Tao,She,-1,0,320
Hq,Lgg,Rho,-1,0,320
Iy,Ade,Jed,-1,0,320 330
Us,Mht,Phl,-1,0,Crj
Nh,Kix,Wux,Y,0,738
Ks,Stg,Anc,-1,0,Sf3
Fr,Dub,Bva,-1,0,738
Y4,Mty,Tij,-1,0,320 319
Ab,Lgw,Szg,Y,0,734
5H,Edl,Nbo,-1,0,Dh8 Crj
Mf,Hgh,Xmn,-1,0,737
G4,Cha,Pie,-1,0,320
Nz,Dud,Akl,-1,0,320
Ai,Amd,Del,-1,0,319 321
Fi,Yyz,Kef,-1,0,75W
Dl,Sea,Lhr,-1,0,76W
Az,Fco,Muc,-1,0,319 32S
Kq,Nbo,Gbe,-1,0,E90
Fr,Fue,Mad,-1,0,738
Dl,Bos,Lax,-1,0,73H
Wn,Abq,Las,-1,0,73C 73W 733
Ab,Lpa,Zrh,-1,0,320
S2,Bom,Bhu,Y,0,73G
Jl,Hkg,Cts,Y,0,744
Dl,Jfk,Dub,-1,0,752
Kr,Oss,Ovb,-1,0,320
Dl,Lga,Eyw,-1,0,73W
Us,Lax,Pbi,Y,0,738
G4,Sfb,Abe,-1,0,320 M80
Fr,Lpl,Trf,-1,0,738
Fr,Boh,Ace,-1,0,738
Ac,Ewr,Yvr,-1,0,319
Pg,Mdl,Bkk,-1,0,320
Aa,Lax,Yyz,-1,0,738
Cz,Ctu,Urc,-1,0,738 320 752
Pr,Dpl,Mnl,-1,0,320
Jl,Kij,Pvg,Y,0,319
Kl,Dab,Atl,Y,0,M90 M88
U2,Edi,Krk,-1,0,319 320
Tj,Ack,Hpn,-1,0,Pl2
Cm,Pty,Bga,-1,0,E90
Pr,Bxu,Mnl,-1,0,320
Dl,Bwi,Cvg,-1,0,Erj
Ba,Fao,Lgw,-1,0,319 734 320
Ux,Lpa,Svq,-1,0,738
Ib,Mad,Tlv,-1,0,319
Aa,Sea,Lax,Y,0,737
Y4,Mex,Sjd,-1,0,320
Ts,Yyt,Mco,Y,0,737
Ua,Sat,Iah,-1,0,319 739 738 73G 320
Mj,Cok,Cmb,Y,0,320
Mf,Syx,Foc,-1,0,737
Hu,Hkg,Hgh,-1,0,332 320
Us,Sjd,Dfw,-1,0,M80 M83
U2,Tfs,Brs,-1,0,320 319
Hx,Oka,Hkg,-1,0,332 333
Vn,Sgn,Nrt,-1,0,330 777 321
Zh,Pek,Hmi,Y,0,737
Xy,Dxb,Ruh,-1,0,320
U2,Gva,Dbv,-1,0,320
Pc,Bru,Bjv,-1,0,738
Zh,Bkk,Szx,-1,0,738
W2,Por,Hel,Y,0,Sf3
Su,Cek,Led,-1,0,319
Ib,Flr,Pmo,-1,0,320
W6,Rix,Bgo,-1,0,320
B6,Fll,Bos,-1,0,320 E90
Nz,Pbo,Per,Y,0,100
Af,Lcy,Ams,Y,0,Ar8
Wy,Mct,Bom,-1,0,738
Af,Lir,Atl,Y,0,738 757
Tg,Akl,Bkk,-1,0,777
Cg,Mas,Lae,-1,0,Dh8
Os,Szg,Cgn,Y,0,319
Sc,Kwl,Xmn,-1,0,738
Aa,Jfk,Man,-1,0,757
G3,Cgh,Cgr,-1,0,738 73G
To,Ory,Rak,-1,0,73H 320
Ca,She,Het,Y,0,320
Dl,Atl,Aby,Y,0,Crj
Cz,Urc,Gyd,-1,0,73G
S7,Uud,Pek,-1,0,738
Cz,Hjj,Csx,-1,0,320
Dd,Dmk,Sno,-1,0,738
Ab,Gwt,Muc,-1,0,Dh4 73G
Jl,Nrt,Han,-1,0,767
Ca,Szx,Nng,Y,0,738
Js,Fnj,She,-1,0,T20
Lh,Den,Fra,-1,0,744
Vb,Cul,Sjd,-1,0,733
G5,Hdg,Dlc,-1,0,Cr9
To,Nbe,Ncl,-1,0,73H
Mh,Hkt,Pen,Y,0,At7
2Z,Udi,Gru,-1,0,At7
Wn,Dsm,Mdw,-1,0,73W 733
Cz,Ctu,Nny,-1,0,E90
Wn,Lga,Mdw,-1,0,73H 73W
Fr,Wro,Agp,-1,0,738
U2,Lis,Bsl,-1,0,319
Wn,San,Den,-1,0,73W 73H 738
Ky,Cgo,Kmg,-1,0,73G
U2,Alc,Ltn,-1,0,319 320
U2,Vce,Ltn,-1,0,319
Fo,Riy,Ade,-1,0,Cr7
Yi,Stt,Dom,-1,0,Cnt
Ts,Yyz,Mbj,Y,0,738 310
Ua,Grb,Ord,Y,0,Erj Crj
Tcx,Mla,Man,-1,0,321
Hu,Got,Txl,-1,0,73G
Be,Bhx,Dus,-1,0,E75 Dh4 E95
Gs,Urc,Aku,-1,0,320 E90
Zh,Hgh,Ctu,Y,0,320
Qf,Pqq,Syd,Y,0,Dh3 Dh4 Dh8
A3,Ath,Bud,-1,0,320
Dy,Dbv,Arn,-1,0,73H
6E,Maa,Ccu,-1,0,320
Dn,Bru,Dkr,-1,0,333
Ua,Den,Okc,Y,0,Dh4 Erj Crj
La,Bhi,Aep,Y,0,320
F7,Cdg,Lej,-1,0,S20
Oz,Khh,Icn,-1,0,M90
La,Cun,Lim,Y,0,320
Fr,Ork,Wro,-1,0,738
Sq,Sin,Vtz,Y,0,319
Ib,Lcg,Bio,Y,0,320
Pd,Ytz,Bos,-1,0,Dh4
Nk,Dtw,Myr,-1,0,320
Ba,Lhr,Gyd,-1,0,321
Dy,Krn,Arn,-1,0,73H
Un,Ssh,Dme,-1,0,772
Ib,Ord,Dub,Y,0,763
U2,Edi,Lys,-1,0,319
Ab,Str,Olb,-1,0,320 738 73G
2N,Ajr,Lyc,-1,0,Atp
Mu,Jhg,Ljg,-1,0,737
Aa,Msp,Phx,-1,0,320 321 319
Lh,Fra,Nce,-1,0,32A 319 321 320
Br,Tpe,Han,Y,0,M90 321
Dl,Lax,Oak,Y,0,Cr7
De,Pad,Tfs,-1,0,32S
Ab,Str,Beg,-1,0,733 319
Av,Sal,Uio,-1,0,320 319
Ca,Pvg,Lax,Y,0,788
Hv,Lis,Ein,-1,0,73H 73W
B6,Bos,Fll,-1,0,320 E90
Ay,Arn,Txl,Y,0,321 738 320 319
Am,Mex,Mam,Y,0,Erj
Wn,Sat,Bna,-1,0,73C 73W
U6,Svx,Klv,-1,0,320
Ua,Ctg,Mia,Y,0,318 320
Ac,Bru,Yul,-1,0,333
Un,Vko,Fra,-1,0,738 73G
Cz,Csx,Szx,-1,0,752 320
Ua,Xna,Ewr,Y,0,Erj
Ca,Jjn,Can,Y,0,320
Us,Mia,Czm,-1,0,738
Ba,Lux,Lhr,-1,0,319
B6,San,Jfk,-1,0,320
Bc,Isg,Oka,-1,0,737
Hv,Ams,Dlm,-1,0,73H
Az,Cph,Cdg,Y,0,318 319 320
Or,Cur,Ams,-1,0,763
Dl,Msp,Lhr,-1,0,764
Ak,Kch,Sin,-1,0,320
Fz,Mle,Dwc,-1,0,73H
U2,Ory,Tls,-1,0,320 319
Aa,Ilm,Dca,Y,0,Crj
Lh,Hre,Add,Y,0,788
Dl,Bos,Lga,Y,0,E75
Dl,Roc,Atl,-1,0,M90 M88
Jq,Hkt,Syd,-1,0,788
Mf,Pek,Hgh,-1,0,737
3F,Ktb,Hyl,-1,0,Dhp
Ca,Pek,Dus,-1,0,330
Ei,Dub,Muc,-1,0,320
Fr,Lis,Mrs,-1,0,738
U6,Tas,Goj,-1,0,320
Ua,Dfw,Ord,-1,0,319
Ov,Spu,Tll,-1,0,Cr9
Sk,Arn,Ist,-1,0,738 321
Jq,Syd,Ayq,-1,0,320
Ib,Mad,Lin,-1,0,321 320
Qf,Get,Per,Y,0,Dh4
Wx,Rtm,Lcy,-1,0,F50 Ar8
9E,Atl,Fwa,-1,0,Crj
Us,Sav,Clt,-1,0,Cr7 Crj
Mu,Tyn,Kmg,-1,0,737 738
Dl,Jfk,Fra,-1,0,76W
Yj,Heh,Mdl,-1,0,At7
Zk,Pga,Igm,-1,0,Be1
Cx,Hkg,Xmn,-1,0,333 321 320
Af,Lys,Bru,Y,0,Er4
Su,Led,Arn,-1,0,319
Jt,Djj,Nbx,Y,0,Atr
Ib,Mad,Mia,-1,0,333 346
Lh,Dus,Ham,-1,0,320 319
Sk,Arn,Skg,-1,0,736
Nh,Sdj,Fuk,-1,0,735
Cx,Hkg,Ctu,-1,0,320 333 321
Aa,Sfo,Phx,-1,0,321 320
Cz,Csx,Foc,Y,0,737
Hu,Lyi,Szx,-1,0,738
Zi,Ory,Bja,-1,0,320 319
Ua,Bdl,Iad,-1,0,738 319 320
Cz,Ljg,Hgh,Y,0,737
5N,Arh,Led,-1,0,735
Ua,Iah,Bog,-1,0,752 73G
Ca,Tlv,Pek,Y,0,763
Sn,Fra,Bru,Y,0,E90 735 733 Cr7 319 321 320 32A
Gs,Fug,Wnz,-1,0,E90
Fr,Mrs,Chq,-1,0,738
J5,Jnu,Hns,-1,0,Cnc Cna
Gs,Tsn,Bav,-1,0,Erj
Hu,Pek,Ala,-1,0,738
Gs,Rlk,Xiy,-1,0,E90
