airline ID,name,iata,icao,country,active
2836,Icelandic Coast Guard,None,Icg,Iceland,N
2837,Ikaros Dk,None,Ikr,Denmark,N
2838,Il Ciocco International Travel Service,None,Cio,Italy,N
2839,Il-Avia,None,Ilv,Russia,N
2840,Ildefonso Redriguez,None,Idl,Mexico,N
2841,Iliamna Air Taxi,None,Iar,United States,N
2842,Ilpo Aruba Cargo,None,Ilp,Aruba,N
2843,Ilyich-Avia,None,Ill,Ukraine,N
2844,Imaer,None,Imr,Portugal,N
2845,Imair Airlines,Ik,Itx,Azerbaijan,Y
2846,Imperial Airways,None,Pnx,United States,N
2847,Imtrec Aviation,None,Imt,Cambodia,N
2848,Independence Air,Dh,Ide,United States,N
2849,Independent Air Freighters,None,Idp,Australia,N
2850,Indigo Airlines,6E,Igo,India,Y
2851,India International Airways,None,Iil,India,N
2852,Indian Air Force,None,Ifc,India,N
2853,Indian Airlines,Ic,Iac,India,Y
2854,Indicator Company,None,Idr,Hungary,N
2855,Indigo,I9,Ibu,United States,Y
2856,Indonesia Air Transport,None,Ida,Indonesia,N
2857,Indonesia Airasia,Qz,Awq,Indonesia,Y
2858,Indonesian Airlines,Io,Iaa,Indonesia,Y
2859,Industri Pesawat Terbang Nusantara,None,Ipn,Indonesia,N
2860,Industrias Titan,None,Itn,Spain,N
2861,Infinit Air,None,Ffi,Spain,N
2862,Inflite The Jet Centre,None,Ins,United Kingdom,N
2863,Innotech Aviation,None,Iva,Canada,N
2864,Insel Air International,None,Inc,Netherlands Antilles,N
2865,Instituto Cartografico De Cataluna,None,Icc,Spain,N
2866,Intair,None,Int,Canada,N
2867,Intal Avia,None,Inl,Kyrgyzstan,N
2868,Intavia Limited,None,Ffl,United Kingdom,N
2869,Intelijet Airways,Ij,Ijt,Colombia,N
2870,Intensive Air,None,Xra,South Africa,N
2871,Inter Air,None,Itw,Bulgaria,N
2872,Inter Express,None,Inx,Turkey,N
2873,Inter Islands Airlines,H4,Iin,Cape Verde,N
2874,Inter Rca,None,Car,Central African Republic,N
2875,Inter Tropic Airlines,None,Ntt,Sierra Leone,N
2876,Inter-Air,None,Ita,United States,N
2877,Inter-Canadian,None,Icn,Canada,N
2878,Inter-Island Air,None,Ugl,United States,N
2879,Inter-Mountain Airways,None,Ima,United States,N
2880,Inter-State Aviation,None,Its,United States,N
2881,Interair South Africa,D6,Iln,South Africa,Y
2882,Interaire,None,Nte,Mexico,N
2883,Interavia Airlines,Za,Suw,Russia,Y
2884,Interaviatrans,None,Ivt,Ukraine,N
2885,Intercontinental De Aviaci,Rs,Ict,Colombia,N
2886,Intercopters,None,Icp,Spain,N
2887,Interflight,None,Ift,United Kingdom,N
2888,Interflight (Learjet),None,Ijt,United Kingdom,N
2889,Interfly,None,Rfl,Italy,N
2890,Interfreight Forwarding,None,Iff,Sudan,N
2891,Interguide Air,None,Ign,Nigeria,N
2892,Interisland Airlines,None,Isn,Philippines,N
2893,Interisland Airways Limited,None,Iwy,Turks And Caicos Islands,N
2894,Interjet,None,Mtf,Italy,N
2895,Interjet Helicopters,None,Ihe,Greece,N
2896,Interlink Airlines,Id,Itk,South Africa,Y
2897,International Air Cargo Corporation,None,Iak,Egypt,N
2898,International Air Corporation,None,Exx,United States,N
2899,International Air Service,None,Ias,United States,N
2900,International Air Services,None,Iax,Liberia,N
2901,International Business Air,6I,Ibz,Sweden,N
2902,International Business Aircraft,None,Iby,United States,N
2903,International Charter Services,None,Ics,Mexico,N
2904,International Charter Xpress,None,Icx,United States,N
2905,International Committee Of The Red Cross,None,Red,Switzerland,N
2906,International Company For Transport,None,Iig,Aldawlyh Air,N
2907,International Flight Training Academy,None,Ifx,United States,N
2908,International Jet Aviation Services,None,Ija,United States,N
2909,International Jet Charter,None,Hsp,United States,N
2910,International Sos Windhoek,None,Rsq,Namibia,N
2911,International Sabilisation Assistance Force,None,Isf,United Kingdom,N
2912,International Security Assistance Force,None,Thn,Canada,N
2913,International Trans-Air,None,Ith,Nigeria,N
2914,Interport Corporation,None,Ipt,United States,N
2915,Intersky,None,Iky,Bulgaria,N
2916,Intersky,3L,Isk,Austria,Y
2917,Interstate Airline,I4,Fwa,Netherlands,N
2918,Intervuelos,None,Itu,Mexico,N
2919,Inversija,None,Inv,Latvia,N
2920,Iona National Airways,None,Ind,Ireland,N
2921,Iowa Airways,None,Ioa,United States,N
2922,Iran Air,Ir,Ira,Iran,Y
2923,Iran Aseman Airlines,Ep,Irc,Iran,Y
2924,Iranair Tours,None,Irb,Iran,N
2925,Naft Air Lines,None,Irg,Iran,N
2926,Iraqi Airways,Ia,Iaw,Iraq,Y
2927,Irbis Air,None,Bis,Kazakhstan,N
2928,Irish Air Corps,None,Irl,Ireland,N
2929,Irish Air Transport,None,Rdk,Ireland,N
2930,Irish Aviation Authority,None,Xmr,Ireland,N
2931,Irtysh Airlines,None,Irt,Uzbekistan,N
2932,Irving Oil,None,Xia,Canada,N
2933,Irving Oil Transport,None,Kce,Canada,N
2934,Island Air,None,Isi,Mexico,N
2935,Island Air Charters,None,Ilf,United States,N
2936,Island Air Express,None,Xyz,United States,N
2937,Island Airlines,Is,None,United States,Y
2938,Island Aviation,None,Soy,Philippines,N
2939,Island Aviation Services,None,Dqa,Maldives,N
2940,Island Aviation And Travel,None,Iom,United Kingdom,N
2941,Island Express,2S,Sdy,United States,N
2942,Cargo Plus Aviation,8L,Cgp,United Arab Emirates,Y
2943,Island Helicopters,None,Mtp,United States,N
2944,Island Link,None,Ilc,Japan,N
2945,Islandair Jersey,None,Iaj,United Kingdom,N
2946,Islands Nationair,Cn,None,Papua New Guinea,N
2947,Icebird Airline,None,Icb,Iceland,N
2948,Islas Airways,If,Isw,Spain,Y
2949,Isle Grande Flying School,None,Igs,United States,N
2950,Islena De Inversiones,Wc,Isv,Honduras,Y
2951,Isles Of Scilly Skybus,None,Ios,United Kingdom,N
2952,Israel Aircraft Industries,None,Iai,Israel,N
2953,Israeli Air Force,None,Iaf,Israel,N
2954,Israir,6H,Isr,Israel,Y
2955,Istanbul Airlines,None,Ist,Turkey,N
2956,Itali Airlines,9X,Acl,Italy,N
2957,Italy First,None,Ifs,Italy,N
2958,Itek Air,Gi,Ika,Kyrgyzstan,Y
2959,Ivoire Aero Services,None,Ivs,Ivory Coast,N
2960,Ivoire Airways,None,Ivw,Ivory Coast,N
2961,Ivoire Jet Express,None,Ije,Ivory Coast,N
2962,Iwamoto Crane Co Ltd,None,Oic,Japan,N
2963,Ixair,None,Ixr,France,N
2964,Izair,H9,Izm,Turkey,N
2965,Izhavia,None,Iza,Russia,N
2966,J C Bamford (Excavators),None,Jcb,United Kingdom,N
2967,J P Hunt Air Carriers,None,Rfx,United States,N
2968,J-Air,None,Jlj,Japan,N
2969,Jal Express,Jc,Jex,Japan,Y
2970,Jalways,Jo,Jaz,Japan,Y
2971,Jdaviation,None,Jda,United Kingdom,N
2972,Jdp Lux,None,Jdp,Luxembourg,N
2973,Jhm Cargo Expreso,None,Jhm,Costa Rica,N
2974,Jm Family Aviation,None,Tqm,United States,N
2975,Jmc Airlines,None,Jmc,United Kingdom,N
2976,Jsc Transport Automated Information Systems,1M,None,Russia,N
2977,Js Air,None,Jsj,Pakistan,N
2978,Js Aviation,None,Jes,Mexico,N
2979,Jackson Air Services,None,Jck,Canada,N
2980,Jade Cargo International,None,Jae,China,N
2981,Jamahiriya Airways,None,Jaw,Libya,N
2982,Jambo Africa Airlines,None,Jmb,Democratic Republic Of Congo,N
2983,Jana-Arka,None,Jak,Kazakhstan,N
2984,Janair,None,Jax,United States,N
2985,Japan Air Commuter,None,Jac,Japan,N
2986,Japan Aircraft Service,None,Jsv,Japan,N
2987,Japan Airlines,Jl,Jal,Japan,Y
2988,Japan Airlines Domestic,Jl,Jal,Japan,Y
2989,Japan Asia Airways,Eg,Jaa,Japan,Y
2990,Japan Transocean Air,Nu,Jta,Japan,Y
2991,Jat Airways,Ju,Jat,Serbia,N
2992,Jatayu Airlines,Vj,Jty,Indonesia,N
2993,Jazeera Airways,J9,Jzr,Kuwait,Y
2994,Jeju Air,7C,Jja,Republic Of Korea,Y
2995,Jenney Beechcraft,None,Jny,United States,N
2996,Jeppesen Data Plan,None,Xld,United States,N
2997,Jeppesen Uk,None,Jpn,United Kingdom,N
2998,Jet Air,None,Jea,Poland,N
2999,Jet Air Group,None,Jsi,Russia,N
3000,Jet Airways,9W,Jai,India,Y
3001,Jet Airways,Qj,None,United States,Y
3002,Jet Aspen Air Lines,None,Jtx,United States,N
3003,Jet Aviation,None,Pjs,Switzerland,N
3004,Jet Aviation Business Jets,None,Bzf,United States,N
3005,Jet Center Flight Training,None,Jcf,Spain,N
3006,Jet Charter,None,Jct,United States,N
3007,Jetclub,0J,None,Switzerland,N
3008,Jet Connection,None,Jcx,Germany,N
3009,Jet Courier Service,None,Dww,United States,N
3010,Jet East International,None,Jed,United States,N
3011,Jet Executive International Charter,None,Jei,Germany,N
3012,Jet Fighter Flights,None,Rza,Australia,N
3013,Jet Freighters,None,Cft,United States,N
3014,Jet G&D Aviation,None,Jgd,Israel,N
3015,Jet Line International,None,Mjl,Moldova,N
3016,Jet Link,None,Jek,Israel,N
3017,Jet Link Aviation,None,Htl,United States,N
3018,Jet Norte,None,Jnr,Mexico,N
3019,Jet Rent,None,Jrn,Mexico,N
3020,Jet Service,None,Jdi,Poland,N
3021,Jetstar Asia Airways,3K,Jsa,Singapore,Y
3022,Jet Stream,None,Jsm,Moldova,N
3023,Jet Trans Aviation,None,Jtc,Ghana,N
3024,Jet-2000,None,Jtt,Russia,N
3025,Jet-Ops,None,Ops,United Arab Emirates,N
3026,Jet2.Com,Ls,Exs,United Kingdom,Y
3027,Jet4You,8J,Jfu,Morocco,Y
3028,Jetafrica Swaziland,None,Osw,Swaziland,N
3029,Jetblue Airways,B6,Jbu,United States,Y
3030,Jetconnect,None,Qnz,New Zealand,N
3031,Jetmagic,None,Jmg,Ireland,N
3032,Jetairfly,Jf,Jaf,Belgium,Y
3033,Jetall Holdings,None,Jtl,Canada,N
3034,Jetalliance,None,Jag,Austria,N
3035,Jetclub,0J,Jcs,Switzerland,N
3036,Jetcorp,None,Uej,United States,N
3037,Jetcraft Aviation,None,Jcc,Australia,N
3038,Jetex Aviation,None,Jxa,Lebanon,N
3039,Jetflite,None,Jef,Finland,Y
3040,Jetfly Airlines,None,Jfl,Austria,N
3041,Jetgo International,None,Jic,Thailand,N
3042,Jetlink Express,None,Jlx,Kenya,N
3043,Jetlink Holland,None,Jlh,Netherlands,N
3044,Jetnova De Aviacion Ejecutiva,None,Jnv,Spain,N
3045,Jetpro,None,Jpo,Mexico,N
3046,Jetran Air,None,Mdj,Romania,N
3047,Jetrider International,None,Jri,United Kingdom,N
3048,Jets Ejecutivos,None,Jej,Mexico,N
3049,Jets Personales,None,Jep,Spain,N
3050,Jets Y Servicios Ejecutivos,None,Jse,Mexico,N
3051,Jetsgo,Sg,Jgo,Canada,N
3052,Jetstar Airways,Jq,Jst,Australia,Y
3053,Jetstream Air,None,Jsh,Hungary,N
3054,Jetstream Executive Travel,None,Jxt,United Kingdom,N
3055,Jett Paqueteria,None,Jpq,Mexico,N
3056,Jett8 Airlines Cargo,Jx,Jec,Singapore,N
3057,Jettime,None,Jtg,Denmark,N
3058,Jettrain Corporation,None,Jtn,United States,N
3059,Jetways Of Iowa,None,Jwy,United States,N
3060,Jetx Airlines,Gx,Jxx,Iceland,N
3061,Jibair,None,Jib,Djibouti,N
3062,Jigsaw Project,None,Jsw,United Kingdom,N
3063,Jim Hankins Air Service,None,Hkn,United States,N
3064,Jim Ratliff Air Service,None,Ras,United States,N
3065,Joanas Avialinijos,None,Jdg,Lithuania,N
3066,Job Air,None,Jbr,Czech Republic,N
3067,Johnson Air,None,Jhn,United States,N
3068,Johnsons Air,None,Jon,Ghana,N
3069,Johnston Airways,None,Jmj,United States,N
3070,Joint Military Commission,None,Jmm,Sudan,N
3071,Jomartaxi Aereo,None,Jmt,Mexico,N
3072,Jonsson,None,Odi,Odinn,N
3073,Jordan Aviation,R5,Jav,Jordan,N
3074,Jordan International Air Cargo,None,Jci,Jordan,N
3075,Jorvik,None,Jvk,Iceland,N
3076,Ju-Air,None,Jur,Switzerland,N
3077,Juanda Flying School,None,Jfs,Indonesia,N
3078,Juba Cargo Services & Aviation Company,None,Juc,Sudan,N
3079,Jubba Airways,None,Jub,Somali Republic,N
3080,Jubilee Airways,None,Dke,United Kingdom,N
3081,Juneyao Airlines,Ho,Dkh,China,Y
3082,Justair Scandinavia,None,Mey,Sweden,N
3083,Justice Prisoner And Alien Transportation System,None,Doj,United States,N
3084,K D Air Corporation,None,Kdc,Canada,N
3085,K S Avia,None,Ksa,Latvia,N
3086,K-Mile Air,None,Kmi,Thailand,N
3087,Kd Avia,Kd,Kni,Russia,Y
3088,Klm Cityhopper,Wa,Klc,Netherlands,Y
3089,Klm Helicopter,None,Klh,Netherlands,N
3090,Klm Royal Dutch Airlines,Kl,Klm,Netherlands,Y
3091,Kabo Air,N2,Qnk,Nigeria,N
3092,Kahama Mining Corporation,None,Kmc,Tanzania,N
3093,Kaiser Air,None,Kai,United States,N
3094,Kalitta Air,K4,Cks,United States,N
3095,Kalitta Charters,None,Kfs,United States,N
3096,Kallat El Saker Air Company,None,Kes,Libya,N
3097,Kam Air,Rq,Kmf,Afghanistan,Y
3098,Kampuchea Airlines,E2,Kmp,Cambodia,N
3099,Kanaf-Arkia Airlines,None,Kiz,Israel,N
3100,Kanfey Ha'Emek Aviation,None,Khe,Israel,N
3101,Kansas State University,None,Ksu,United States,N
3102,Karat,V2,Akt,Russia,N
3103,Karibu Airways Company,None,Krb,Tanzania,N
3104,Karlog Air Charter,None,Klg,Denmark,N
3105,Karthago Airlines,None,Kaj,Tunisia,N
3106,Kartika Airlines,None,Kae,Indonesia,N
3107,Kata Transportation,None,Ktv,Sudan,N
3108,Katekavia,None,Ktk,Russia,N
3109,Kato Airline,None,Kat,Norway,N
3110,Kavminvodyavia,Kv,Mvd,Russia,Y
3111,Kavouras Inc,None,Xka,United States,N
3112,Kaz Agros Avia,None,Krn,Kazakhstan,N
3113,Kaz Air West,None,Kaw,Kazakhstan,N
3114,Kazan Aviation Production Association,None,Kao,Russia,N
3115,Kazan Helicopters,None,Kph,Russia,N
3116,Kazavia,None,Kka,Kazakhstan,N
3117,Kazaviaspas,None,Kzs,Kazakhstan,N
3118,Keenair Charter -,None,Jfk,United Kingdom,N
3119,Kelix Air,None,Klx,Nigeria,N
3120,Kelner Airways,None,Fkl,Canada,N
3121,Kelowna Flightcraft Air Charter,None,Kfa,Canada,N
3122,Kendell Airlines,None,Kda,Australia,Y
3123,Kenmore Air,M5,Ken,United States,Y
3124,Kenn Borek Air,None,Kba,Canada,N
3125,Kent Aviation,None,Kah,Canada,N
3126,Kenya Airways,Kq,Kqa,Kenya,Y
3127,Kevis,None,Kvs,Kazakhstan,N
3128,Key Airlines,None,Key,United States,N
3129,Key Lime Air,None,Lym,United States,N
3130,Keystone Aerial Surveys,None,Ftp,United States,N
3131,Keystone Air Services,Bz,Kee,Canada,N
3132,Khalifa Airways,None,Kzw,Algeria,N
3133,Kharkov Aircraft Manufacturing Company,None,Wkh,Ukraine,N
3134,Khazar,None,Khr,Turkmenistan,N
3135,Khoezestan Photros Air Lines,None,Khp,Iran,N
3136,Khoriv-Avia,None,Krv,Ukraine,N
3137,Khors Aircompany,None,Kho,Ukraine,N
3138,Khyber Afghan Airlines,None,Khy,Afghanistan,N
3139,Kiev Aviation Plant,None,Uak,Ukraine,N
3140,King Aviation,None,Kng,United Kingdom,N
3141,Kingfisher Air Services,None,Bez,United States,N
3142,Kingfisher Airlines,It,Kfr,India,Y
3143,Knighthawk Air Express,None,Knx,Canada,N
3144,Kingston Air Services,None,Kas,Canada,N
3145,Kinnarps,None,Kip,Sweden,N
3146,Kinshasa Airways,None,Kns,Democratic Republic Of The Congo,N
3147,Kirov Air Enterprise,None,Kta,Russia,N
3148,Kish Air,Y9,Irk,Iran,Y
3149,Kitty Hawk Aircargo,None,Kha,United States,N
3150,Kitty Hawk Airways,None,Khc,United States,N
3151,Kiwi International Air Lines,Kp,Kia,United States,N
3152,Knight Air,None,Kna,Canada,N
3153,Knighthawk Express,None,Khx,United States,N
3154,Knights Airlines,None,Kgt,Nigeria,N
3155,Koanda Avacion,None,Koa,Spain,N
3156,Koda International,None,Oye,Nigeria,N
3157,Kogalymavia Air Company,7K,Kgl,Russia,Y
3158,Kom Activity,None,Kom,Netherlands,N
3159,Komiaviatrans State Air Enterprise,None,Kma,Russia,N
3160,Komiinteravia,8J,Kmv,Russia,N
3161,Komsomolsk-On-Amur Air Enterprise,None,Knm,Russia,N
3162,Koob-Corp - 96 Kft,None,Kob,Hungary,N
3163,Korean Air,Ke,Kal,Republic Of Korea,Y
3164,Kosmas Air,None,Kmg,Serbia,N
3165,Kosmos,None,Ksm,Russia,Y
3166,Kosova Airlines,None,Kos,Serbia,N
3167,Kovar Air,None,Wok,Czech Republic,N
3168,Krasnojarsky Airlines,7B,Kjc,Russia,Y
3169,Kremenchuk Flight College,None,Kfc,Ukraine,N
3170,Krimaviamontag,None,Krg,Ukraine,N
3171,Kroonk Air Agency,None,Kro,Ukraine,N
3172,Krylo Airlines,K9,Kri,Russia,N
3173,Krym,None,Kym,Ukraine,N
3174,Krystel Air Charter,None,Opc,United Kingdom,N
3175,Kuban Airlines,Gw,Kil,Russia,Y
3176,Kunpeng Airlines,Vd,Kpa,China,N
3177,Kurzemes Avio,None,Kza,Russia,N
3178,Kustbevakningen,None,Kbv,Sweden,N
3179,Kuwait Airways,Ku,Kac,Kuwait,Y
3180,Kuzu Airlines Cargo,Go,Kzu,Turkey,Y
3181,Kvadro Aero,None,Qvr,Kyrgyzstan,N
3182,Kwena Air,None,Kwn,South Africa,N
3183,Kyrgyz Airlines,N5,Kgz,Kyrgyzstan,N
3184,Kyrgyz Trans Avia,None,Ktc,Kyrgyzstan,N
3185,Kyrgyzstan,Qh,Lyn,Kyrgyzstan,N
3186,Kyrgyzstan Airlines,R8,Kga,Kyrgyzstan,N
3187,Kyrgyzstan Department Of Aviation,None,Dam,Kyrgyzstan,N
3188,Kyrgz General Aviation,None,Kgb,Kyrgyzstan,N
3189,Kibris T,Ky,Kyv,Turkey,N
3190,L A Helicopter,None,Lah,United States,N
3191,L J Aviation,None,Ljy,United States,N
3192,L R Airlines,None,Lrb,Czech Republic,N
3193,L&L Flygbildteknik,None,Pho,Sweden,N
3194,L'Express,None,Lex,United States,N
3195,L-3 Communications Flight Internation Aviation,None,Fnt,United States,N
3196,L.A.B. Flying Service,Jf,Lab,United States,N
3197,Lacsa,Lr,Lrc,Costa Rica,Y
3198,Lade - Lineas Aereas Del Estado,None,Lde,Argentina,N
3199,Lai - Linea Aerea Iaaca,Kg,Bnx,Venezuela,N
3200,Lan Airlines,La,Lan,Chile,Y
3201,Lan Argentina,4M,Dsm,Argentina,Y
3202,Lan Cargo,None,Lco,Chile,N
3203,Lan Dominica,None,Lnc,Dominican Republic,N
3204,Lan Express,Lu,Lxp,Chile,Y
3205,Lan Peru,Lp,Lpe,Peru,Y
3206,Lansa,None,Lsa,Dominican Republic,N
3207,Lap Colombia - Lineas Aereas Petroleras,None,Apt,Lap,N
3208,Lastp,None,Otn,S,N
3209,Lc Busre,None,Lcb,Peru,N
3210,Lot Polish Airlines,Lo,Lot,Poland,Y
3211,Lte International Airways,Xo,Lte,Spain,Y
3212,Ltu Austria,L3,Lto,Austria,Y
3213,Ltu International,Lt,Ltu,Germany,N
3214,Ltv Jet Fleet Corporation,None,Jfc,United States,N
3215,Lukoil-Avia,None,Luk,Russia,N
3216,La Ronge Aviation Services,None,Ask,Canada,N
3217,La Valenciana Taxi Aereo,None,Lvt,Mexico,N
3218,Labcorp,None,Skq,United States,N
3219,Labrador Airways,None,Lal,Canada,N
3220,Lagun Air,N6,Jev,Spain,N
3221,Lake Havasu Air Service,None,Hca,United States,N
3222,Lakeland Aviation,None,Lkl,United States,N
3223,Laker Airways,None,Lkr,United States,N
3224,Laker Airways (Bahamas),None,Lbh,United States,N
3225,Lamra,None,Lmr,Sudan,N
3226,Lanaes Aereas Trans Costa Rica,None,Tcr,Costa Rica,N
3227,Landsflug,None,Isl,Iceland,N
3228,Langtry Flying Group,None,Pap,United Kingdom,N
3229,Lankair,Ik,Lkn,Sri Lanka,N
3230,Lanza Air,None,Lza,Spain,N
3231,Lanzarote Aerocargo,None,Lzt,Spain,N
3232,Lao Air Company,None,Lll,Lao Peoples Democratic Republic,N
3233,Lao Airlines,Qv,Lao,Lao Peoples Democratic Republic,Y
3234,Lao Capricorn Air,None,Lka,Lao Peoples Democratic Republic,N
3235,Laoag International Airlines,L7,Lpn,Philippines,N
3236,Laredo Air,None,Lrd,United States,N
3237,Latcharter,None,Ltc,Latvia,Y
3238,Latvian Air Force,None,Laf,Latvia,N
3239,Lauda Air,Ng,Lda,Austria,Y
3240,Lauda Air Italy,None,Ldi,Italy,N
3241,Laughlin Express,None,Lep,United States,N
3242,Laus,None,Lsu,Croatia,N
3243,Lawrence Aviation,None,Lar,United States,N
3244,Layang-Layang Aerospace,None,Lay,Malaysia,N
3245,Lease-A-Plane International,None,Lpl,United States,N
3246,Lebanese Air Transport,Lq,Laq,Lebanon,N
3247,Lebanese Air Transport (Charter),None,Lat,Lebanon,N
3248,Lebanon Airport Development Corporation,None,Lad,United States,N
3250,Leconte Airlines,None,Lca,United States,N
3251,Leeward Islands Air Transport,Li,Lia,Antigua And Barbuda,Y
3252,Legend Airlines,None,Lgd,United States,N
3253,Leisure Air,None,Lwd,United States,N
3254,Lentini Aviation,None,Len,United States,N
3255,Leo-Air,None,Lor,South Africa,N
3256,Leonsa De Aviacion,None,Lel,Spain,N
3257,Libyan Airlines,None,Lyw,Libya,N
3258,Libyan Arab Airlines,Ln,Laa,Libya,Y
3259,Libyan Arab Air Cargo,None,Lcr,Libya,N
3260,Lid Air,None,Liq,Sweden,N
3261,Lignes Aeriennes Congolaises,None,Lcg,Democratic Republic Of The Congo,N
3262,Lignes Aeriennes Du Tchad,None,Lkd,Chad,N
3263,Lignes Mauritaniennes Air Express,None,Lme,Mauritania,N
3264,Lignes Nationales Aeriennes - Linacongo,None,Gcb,Republic Of The Congo,N
3265,Lincoln Air National Guard,None,Gdq,United States,N
3266,Lincoln Airlines,None,Lrt,Australia,N
3267,Lindsay Aviation,None,Lsy,United States,N
3268,Linea Aerea Costa Norte,None,Not,Chile,N
3269,Linea Aerea Mexicana De Carga,None,Lmc,Mexico,N
3270,Linea Aerea Sapsa,L7,Lnp,Chile,N
3271,Linea Aerea De Fumig Aguas Negras,None,Neg,Chile,N
3272,Linea Aerea De Servicio Ejecutivo Regional,8Z,Ler,Venezuela,N
3273,Linea De Aeroservicios,None,Lse,Chile,N
3274,Linea Turistica Aerotuy,Ld,Tuy,Venezuela,N
3275,Lineas Aereas Alaire S.L.,None,Alr,Spain,N
3276,Lineas Aereas Azteca,Ze,Lcd,Mexico,N
3277,Lineas Aereas Canedo Lac,None,Lcn,Bolivia,N
3278,Lineas Aereas Comerciales,None,Lcm,Mexico,N
3279,Lineas Aereas Ejectuivas De Durango,None,Edd,Mexico,N
3280,Lineas Aereas Eldorado,None,Edr,Colombia,N
3281,Lineas Aereas Federales,None,Fed,Argentina,N
3282,Lineas Aereas Monarca,None,Lmn,Mexico,N
3283,Lineas Aereas San Jose,None,Lij,Mexico,N
3284,Lineas Aereas Del Humaya,None,Uma,Mexico,N
3285,Linex,None,Lec,Central African Republic,N
3286,Linhas Aereas Santomenses,None,Sms,S,N
3287,Linhas A,Lm,Lam,Mozambique,Y
3288,Link Airways Of Australia,None,Law,Australia,N
3289,Lion Air Services,None,Wgt,United Kingdom,N
3290,Lion Mentari Airlines,Jt,Lni,Indonesia,Y
3291,Lions-Air,None,Leu,Switzerland,N
3292,Lithuanian Air Force,None,Lyf,Lithuania,N
3293,Little Red Air Service,None,Lra,Canada,N
3294,Livingston,Lm,Lvg,Italy,N
3295,Lloyd Aereo Boliviano,Lb,Llb,Bolivia,N
3296,Lnair Air Services,None,Lna,Spain,N
3297,Lockheed Air Terminal,None,Xlg,United States,N
3298,Lockeed Aircraft Corporation,None,Lac,United States,N
3299,Lockheed Duats,None,Xdd,United States,N
3300,Lockheed Martin Aeronautics,None,Cbd,United States,N
3301,Lockheed Martin Aeronautics Company,None,Lng,United States,N
3302,Logan Air,None,Log,United Kingdom,N
3303,Lom Praha Flying School,None,Clv,Czech Republic,N
3304,Lomas Helicopters,None,Lms,United Kingdom,N
3305,London City Airport Jet Centre,None,Lcy,United Kingdom,N
3306,London Executive Aviation,None,Lnx,United Kingdom,N
3307,London Flight Centre (Stansted),None,Lov,United Kingdom,N
3308,London Helicopter Centres,None,Lhc,United Kingdom,N
3309,Lone Star Airlines,None,Lss,United States,N
3310,Long Island Airlines,None,Ora,United States,N
3311,Longtail Aviation,None,Lgt,Bermuda,N
3312,Lorraine Aviation,None,Lrr,France,N
3313,Los Cedros Aviacion,None,Lsc,Chile,N
3314,Lotus Air,None,Tas,Egypt,N
3315,Luchtvaartmaatschappij Twente,None,Ltw,Netherlands,N
3316,Lucky Air,None,Lke,China,N
3317,Luft Carago,None,Lut,South Africa,N
3318,Luftfahrt-Vermietungs-Dienst,None,Lvd,Austria,N
3319,Luftfahrtgesellschaft Walter,He,Lgw,Germany,Y
3320,Lufthansa,Lh,Dlh,Germany,Y
3321,Lufthansa Cargo,Lh,Gec,Germany,Y
3322,Lufthansa Cityline,Cl,Clh,Germany,Y
3323,Lufthansa Systems,L1,None,Germany,N
3324,Lufthansa Technik,None,Lht,Germany,N
3325,Lufttaxi Fluggesellschaft,Dv,Ltf,Germany,N
3326,Lufttransport,L5,Ltr,Norway,Y
3327,Luhansk,None,Lhs,Ukraine,N
3328,Lund University School Of Aviation,None,Uny,Sweden,N
3329,Luxair,Lg,Lgl,Luxembourg,Y
3330,Luxaviation,None,Lxa,Luxembourg,N
3331,Luxembourg Air Rescue,None,Luv,Luxembourg,N
3332,Luxflight Executive,None,Lfe,Luxembourg,N
3333,Luxor Air,None,Lxo,Egypt,N
3334,Luzair,None,Luz,Portugal,N
3335,Lviv Airlines,5V,Ukw,Ukraine,N
3336,Lydd Air,None,Lyd,United Kingdom,N
3337,Lynch Flying Service,None,Lch,United States,N
3338,Lynden Air Cargo,L2,Lyc,United States,N
3339,Lynx Air International,None,Lxf,United States,N
3340,Lynx Aviation,None,Lyx,Pakistan,N
3342,L,Mj,Lpr,Argentina,Y
3343,L,None,Lau,Colombia,N
3344,M & N Aviation,None,Jnh,United States,N
3345,Mac Fotografica,None,Mcf,Spain,N
3346,Manag'Air,None,Mrg,France,N
3347,Map-Management And Planung,None,Mpj,Austria,N
3348,Mas Airways,None,Tfg,United Kingdom,N
3349,Masair,M7,Maa,Mexico,Y
3350,Mat Macedonian Airlines,In,Mak,Macedonia,Y
3351,Mcc Aviation,None,Mcc,South Africa,N
3352,Mg Aviacion,None,Mga,Spain,N
3353,Mia Airlines,None,Jla,Romania,N
3354,Miat Mongolian Airlines,Om,Mgl,Mongolia,Y
3355,Mit Airlines,None,Mnc,Canada,N
3356,Mk Airline,None,Mka,Ghana,N
3357,Mng Airlines,Mb,Mnb,Turkey,Y
3358,Msr Flug-Charter,None,Ebf,Germany,N
3359,Mtc Aviacion,None,Mcv,Mexico,N
3360,Mac Aviation,None,Maq,Spain,N
3361,Mac Dan Aviation Corporation,None,Mcn,United States,N
3362,Macknight Airlines,None,Mtd,Australia,N
3363,Macair Airlines,Cc,Mck,Australia,Y
3364,Macedonian Airlines,None,Mcs,Greece,N
3365,Madina Air,None,Mdh,Libya,N
