airline,source airport,destination airport,codeshare,stops,equipment
Ca,Pek,Dax,None,0,737
Ca,Pek,Ddg,None,0,738
Ca,Pek,Del,None,0,333
Ca,Pek,Dlc,None,0,738
Ca,Pek,Dqa,None,0,738
Ca,Pek,Dsn,None,0,738
Ca,Pek,Dus,None,0,330
Ca,Pek,Dxb,None,0,333
Ca,Pek,Dyg,None,0,737 738
Ca,Pek,Ewr,Y,0,777
Ca,Pek,Fco,None,0,330
Ca,Pek,Fnj,None,0,737
Ca,Pek,Foc,None,0,738
Ca,Pek,Fra,None,0,773
Ca,Pek,Fug,None,0,737
Ca,Pek,Gmp,None,0,738 333
Ca,Pek,Gva,None,0,330
Ca,Pek,Gys,None,0,737
Ca,Pek,Hak,None,0,321
Ca,Pek,Hel,None,0,333
Ca,Pek,Het,None,0,738 737 321
Ca,Pek,Hfe,None,0,738 321
Ca,Pek,Hgh,None,0,321 330 320 738
Ca,Pek,Hkg,None,0,320 321 744 333 772
Ca,Pek,Hkt,None,0,738
Ca,Pek,Hld,None,0,738 737
Ca,Pek,Hlh,None,0,737
Ca,Pek,Hmi,None,0,737
Ca,Pek,Hnd,None,0,330 321
Ca,Pek,Hnl,None,0,330
Ca,Pek,Hrb,None,0,321 738
Ca,Pek,Hyn,None,0,738
Ca,Pek,Iad,Y,0,777
Ca,Pek,Iah,None,0,773
Ca,Pek,Icn,None,0,330 738
Ca,Pek,Inc,None,0,738
Ca,Pek,Ist,None,0,77W
Ca,Pek,Jdz,None,0,738
Ca,Pek,Jfk,None,0,773
Ca,Pek,Jgs,None,0,738
Ca,Pek,Jiu,Y,0,737
Ca,Pek,Jmu,None,0,738
Ca,Pek,Jnb,Y,0,343
Ca,Pek,Khn,None,0,321 738
Ca,Pek,Kix,None,0,738 321
Ca,Pek,Kmg,None,0,738
Ca,Pek,Kow,None,0,738
Ca,Pek,Kwe,None,0,738 320
Ca,Pek,Kwl,None,0,321 738
Ca,Pek,Lax,None,0,773
Ca,Pek,Lgw,None,0,330
Ca,Pek,Lhr,None,0,773
Ca,Pek,Lhw,None,0,738
Ca,Pek,Ljg,None,0,320
Ca,Pek,Lxa,None,0,319
Ca,Pek,Lzh,None,0,738
Ca,Pek,Mad,None,0,330
Ca,Pek,Mdg,None,0,738
Ca,Pek,Mfm,None,0,321 320 319
Ca,Pek,Mig,None,0,738
Ca,Pek,Mnl,None,0,738
Ca,Pek,Muc,None,0,330
Ca,Pek,Mwx,Y,0,321
Ca,Pek,Mxp,None,0,330
Ca,Pek,Ndg,None,0,738
Ca,Pek,Ngb,None,0,738
Ca,Pek,Ngo,None,0,738
Ca,Pek,Nkg,None,0,321 738
Ca,Pek,Nng,None,0,321 738
Ca,Pek,Nrt,None,0,321 738 320
Ca,Pek,Ntg,None,0,738
Ca,Pek,Oka,None,0,738
Ca,Pek,Ord,Y,0,777
Ca,Pek,Pus,None,0,738
Ca,Pek,Pvg,None,0,777 330 738
Ca,Pek,Rep,None,0,737
Ca,Pek,Rgn,None,0,738
Ca,Pek,Rlk,None,0,738
Ca,Pek,Sfo,None,0,773
Ca,Pek,Sgn,None,0,737
Ca,Pek,Sha,None,0,320 773 744 738 333 330
Ca,Pek,She,None,0,321 320 738
Ca,Pek,Sin,None,0,333
Ca,Pek,Svo,None,0,777
Ca,Pek,Swa,None,0,738
Ca,Pek,Syd,None,0,330
Ca,Pek,Syx,None,0,321 330
Ca,Pek,Szx,None,0,772 738 333 330 777 321
Ca,Pek,Tae,None,0,738
Ca,Pek,Tao,None,0,321 738
Ca,Pek,Tgo,None,0,737
Ca,Pek,Tlv,Y,0,763
Ca,Pek,Tna,Y,0,738
Ca,Pek,Tpe,None,0,333 77W 744
Ca,Pek,Txn,None,0,738
Ca,Pek,Tyn,None,0,738
Ca,Pek,Uln,None,0,738
Ca,Pek,Urc,None,0,738 772 321
Ca,Pek,Vie,None,0,333
Ca,Pek,Waw,Y,0,788
Ca,Pek,Wnz,None,0,738 320 319
Ca,Pek,Wua,None,0,738
Ca,Pek,Wuh,None,0,320
Ca,Pek,Wux,None,0,738
Ca,Pek,Xfn,None,0,738
Ca,Pek,Xil,None,0,738
Ca,Pek,Xiy,None,0,738 333 321
Ca,Pek,Xmn,None,0,738 321
Ca,Pek,Xnn,None,0,738
Ca,Pek,Ybp,None,0,737
Ca,Pek,Ycu,None,0,738
Ca,Pek,Yic,Y,0,320
Ca,Pek,Yih,None,0,738
Ca,Pek,Yiw,None,0,738
Ca,Pek,Ynj,None,0,738
Ca,Pek,Ynt,None,0,738
Ca,Pek,Ynz,None,0,737
Ca,Pek,Yty,None,0,738
Ca,Pek,Yvr,None,0,330
Ca,Pek,Yyz,Y,0,77W
Ca,Pek,Zha,None,0,738
Ca,Pek,Zuh,None,0,738 321
Ca,Pek,Zyi,None,0,738
Ca,Pus,Hgh,Y,0,320
Ca,Pus,Pek,None,0,738
Ca,Pvg,Akl,Y,0,772 763
Ca,Pvg,Can,None,0,340 330 321
Ca,Pvg,Cdg,None,0,330
Ca,Pvg,Ckg,None,0,737 738
Ca,Pvg,Ctu,None,0,340 320 319 321 330
Ca,Pvg,Dlc,None,0,738
Ca,Pvg,Ewr,Y,0,777
Ca,Pvg,Fra,None,0,330
Ca,Pvg,Fuk,None,0,320
Ca,Pvg,Hel,None,0,343
Ca,Pvg,Het,None,0,321
Ca,Pvg,Inc,None,0,320
Ca,Pvg,Ist,None,0,77W
Ca,Pvg,Jjn,None,0,320
Ca,Pvg,Jzh,None,0,319
Ca,Pvg,Khn,Y,0,320
Ca,Pvg,Kix,None,0,330 320
Ca,Pvg,Kmg,None,0,738
Ca,Pvg,Kwe,None,0,320
Ca,Pvg,Kwl,None,0,320 321
Ca,Pvg,Lax,Y,0,788
Ca,Pvg,Lhr,Y,0,346
Ca,Pvg,Mel,None,0,330
Ca,Pvg,Mfm,None,0,321
Ca,Pvg,Muc,Y,0,346
Ca,Pvg,Mxp,None,0,330
Ca,Pvg,Ngo,None,0,319
Ca,Pvg,Nrt,None,0,321 738
Ca,Pvg,Ord,Y,0,744
Ca,Pvg,Pek,None,0,777 330 738
Ca,Pvg,Sdj,None,0,738
Ca,Pvg,Sfo,Y,0,744
Ca,Pvg,Syd,None,0,330
Ca,Pvg,Szx,None,0,321 320
Ca,Pvg,Tao,Y,0,738
Ca,Pvg,Tpe,None,0,744 340 77W
Ca,Pvg,Wnz,None,0,319 320
Ca,Pvg,Xiy,None,0,321 320
Ca,Pvg,Ynt,Y,0,738
Ca,Pvg,Yvr,Y,0,763
Ca,Pvg,Yyz,Y,0,77L
Ca,Pzi,Ctu,None,0,319
Ca,Rep,Pek,None,0,737
Ca,Rgn,Kmg,None,0,319
Ca,Rgn,Pek,None,0,738
Ca,Rlk,Pek,None,0,738
Ca,Sdj,Pvg,None,0,738
Ca,Sfo,Pek,None,0,773
Ca,Sfo,Pvg,Y,0,744
Ca,Sgn,Pek,None,0,737
Ca,Sha,Can,None,0,738
Ca,Sha,Ckg,None,0,737
Ca,Sha,Ctu,None,0,333
Ca,Sha,Hnd,Y,0,777
Ca,Sha,Jdz,Y,0,320
Ca,Sha,Kwe,None,0,320
Ca,Sha,Mfm,None,0,321 320 319
Ca,Sha,Pek,None,0,330 744 773 738 333 320
Ca,Sha,Szx,Y,0,738
Ca,Sha,Tao,Y,0,738
Ca,Sha,Tna,Y,0,738
Ca,Sha,Tsa,None,0,333 738
Ca,Sha,Tsn,None,0,738
Ca,Sha,Ynt,Y,0,738
Ca,She,Can,Y,0,320
Ca,She,Cgo,None,0,320
Ca,She,Ctu,None,0,321
Ca,She,Czx,Y,0,320
Ca,She,Fra,Y,0,343
Ca,She,Het,Y,0,320
Ca,She,Hgh,Y,0,320
Ca,She,Lyi,None,0,320
Ca,She,Mfm,None,0,319
Ca,She,Nkg,Y,0,320
Ca,She,Nrt,Y,0,737
Ca,She,Ntg,Y,0,738
Ca,She,Pek,None,0,321 320 738
Ca,She,Szx,Y,0,320
Ca,She,Tao,Y,0,738 343
Ca,She,Tna,Y,0,738
Ca,She,Tyn,Y,0,320
Ca,She,Wnz,None,0,320
Ca,She,Wuh,Y,0,738
Ca,She,Wux,Y,0,738 320
Ca,She,Xiy,Y,0,320
Ca,Sin,Ctu,None,0,320
Ca,Sin,Pek,None,0,333
Ca,Sin,Szx,Y,0,738
Ca,Sjw,Ckg,Y,0,738
Ca,Sjw,Inc,Y,0,738
Ca,Sjw,Tao,Y,0,738
Ca,Sjw,Ynt,Y,0,738
Ca,Svo,Pek,None,0,777
Ca,Swa,Ctu,None,0,319
Ca,Swa,Pek,None,0,738
Ca,Syd,Pek,None,0,330
Ca,Syd,Pvg,None,0,330
Ca,Syx,Ctu,None,0,320 319
Ca,Syx,Nng,Y,0,320
Ca,Syx,Pek,None,0,321 330
Ca,Syx,Szx,Y,0,320
Ca,Syx,Tyn,None,0,738
Ca,Syx,Wnz,None,0,320
Ca,Syx,Wux,Y,0,320
Ca,Syx,Xmn,Y,0,Cr2
Ca,Szx,Bkk,Y,0,738
Ca,Szx,Cgo,Y,0,320 738
Ca,Szx,Cgq,Y,0,320 738
Ca,Szx,Ckg,None,0,738 737
Ca,Szx,Ctu,None,0,319 321
Ca,Szx,Czx,Y,0,320
Ca,Szx,Dax,None,0,319
Ca,Szx,Dlc,Y,0,738
Ca,Szx,Gys,None,0,319
Ca,Szx,Hak,Y,0,320 738 319
Ca,Szx,Hfe,Y,0,738 320
Ca,Szx,Hgh,None,0,319 320
Ca,Szx,Hrb,Y,0,320 738
Ca,Szx,Hyn,None,0,738
Ca,Szx,Jdz,Y,0,320
Ca,Szx,Jjn,None,0,320
Ca,Szx,Juz,Y,0,320
Ca,Szx,Khn,Y,0,320 319
Ca,Szx,Kmg,Y,0,738
Ca,Szx,Kwe,None,0,321
Ca,Szx,Kwl,Y,0,319
Ca,Szx,Mig,Y,0,320 738
Ca,Szx,Nkg,None,0,738
Ca,Szx,Nng,Y,0,738
Ca,Szx,Ntg,Y,0,738
Ca,Szx,Pek,None,0,777 333 772 738 330 321
Ca,Szx,Pvg,None,0,321 320
Ca,Szx,Sha,Y,0,738
Ca,Szx,She,Y,0,320
Ca,Szx,Sin,Y,0,738
Ca,Szx,Syx,Y,0,320
Ca,Szx,Tao,Y,0,320 738
Ca,Szx,Tna,Y,0,738
Ca,Szx,Tsn,None,0,738
Ca,Szx,Tyn,None,0,738
Ca,Szx,Wnz,Y,0,738
Ca,Szx,Wuh,None,0,320
Ca,Szx,Wux,None,0,738
Ca,Szx,Xfn,Y,0,319
Ca,Szx,Xiy,Y,0,320
Ca,Szx,Xmn,Y,0,320
Ca,Szx,Ybp,None,0,319
Ca,Szx,Ycu,Y,0,320
Ca,Szx,Yic,Y,0,320
Ca,Szx,Yih,Y,0,320
Ca,Szx,Ynt,Y,0,738
Ca,Szx,Zha,Y,0,738
Ca,Tae,Pek,None,0,738
Ca,Tao,Can,Y,0,738
Ca,Tao,Cgo,Y,0,738
Ca,Tao,Cgq,None,0,319
Ca,Tao,Ckg,Y,0,738
Ca,Tao,Ctu,None,0,321
Ca,Tao,Dlc,Y,0,738 Cr2
Ca,Tao,Hfe,Y,0,738
Ca,Tao,Hgh,None,0,319 320
Ca,Tao,Hrb,Y,0,738
Ca,Tao,Icn,None,0,321 738
Ca,Tao,Jnz,Y,0,Cr7
Ca,Tao,Khn,Y,0,737 320
Ca,Tao,Kix,Y,0,763
Ca,Tao,Ngb,Y,0,738
Ca,Tao,Nkg,Y,0,738
Ca,Tao,Nrt,Y,0,763
Ca,Tao,Pek,None,0,738 321
Ca,Tao,Pvg,Y,0,738
Ca,Tao,Sha,Y,0,738
Ca,Tao,She,Y,0,738 343
Ca,Tao,Sjw,Y,0,738
Ca,Tao,Szx,Y,0,320 738
Ca,Tao,Tsn,Y,0,738 Cr7
Ca,Tao,Tyn,Y,0,738
Ca,Tao,Wnz,Y,0,738
Ca,Tao,Wuh,Y,0,738
Ca,Tao,Wus,Y,0,738
Ca,Tao,Xiy,Y,0,737 738
Ca,Tao,Xmn,Y,0,738
Ca,Tao,Ycu,Y,0,738
Ca,Tao,Ynj,Y,0,737
Ca,Tgo,Pek,None,0,737
Ca,Tlv,Pek,Y,0,763
Ca,Tmp,Arn,None,0,S20
Ca,Tna,Can,Y,0,738
Ca,Tna,Cgo,Y,0,Cr2 738
Ca,Tna,Cgq,Y,0,738
Ca,Tna,Ckg,Y,0,738
Ca,Tna,Csx,Y,0,738
Ca,Tna,Ctu,None,0,320
Ca,Tna,Dlc,Y,0,Cr2
Ca,Tna,Foc,Y,0,Cr2
Ca,Tna,Het,Y,0,738
Ca,Tna,Hgh,Y,0,738
Ca,Tna,Hrb,Y,0,738
Ca,Tna,Icn,Y,0,738
Ca,Tna,Inc,Y,0,Cr2 738
Ca,Tna,Khn,Y,0,733
Ca,Tna,Kix,Y,0,738
Ca,Tna,Kmg,Y,0,738
Ca,Tna,Kwe,Y,0,738
Ca,Tna,Lhw,Y,0,738
Ca,Tna,Pek,Y,0,738
Ca,Tna,Sha,Y,0,738
Ca,Tna,She,Y,0,738
Ca,Tna,Szx,Y,0,738
Ca,Tna,Tyn,Y,0,Cr7 Cr2
Ca,Tna,Urc,Y,0,738
Ca,Tna,Wnz,Y,0,738
Ca,Tna,Wuh,Y,0,738
Ca,Tna,Xiy,Y,0,738
Ca,Tna,Xmn,Y,0,Cr2 738
Ca,Tna,Ynt,Y,0,Cr2 738
Ca,Tpe,Ckg,None,0,M90 738
Ca,Tpe,Ctu,None,0,332 330
Ca,Tpe,Het,None,0,321
Ca,Tpe,Hgh,None,0,321 332 M90 744
Ca,Tpe,Pek,None,0,333 77W 744
Ca,Tpe,Pvg,None,0,744 340 77W
Ca,Tpe,Wnz,None,0,319
Ca,Tsa,Sha,None,0,333 738
Ca,Tsa,Tsn,None,0,738
Ca,Tsn,Bav,Y,0,Cr7
Ca,Tsn,Can,None,0,738
Ca,Tsn,Cgo,Y,0,738
Ca,Tsn,Ckg,None,0,737
Ca,Tsn,Csx,None,0,738 737
Ca,Tsn,Ctu,None,0,738
Ca,Tsn,Dlc,None,0,738
Ca,Tsn,Hak,None,0,738
Ca,Tsn,Het,Y,0,738
Ca,Tsn,Hkg,None,0,738
Ca,Tsn,Hrb,None,0,738
Ca,Tsn,Icn,None,0,738
Ca,Tsn,Kmg,None,0,738
Ca,Tsn,Ntg,None,0,320
Ca,Tsn,Sha,None,0,738
Ca,Tsn,Szx,None,0,738
Ca,Tsn,Tao,Y,0,738 Cr7
Ca,Tsn,Tsa,None,0,738
Ca,Tsn,Xiy,None,0,738
Ca,Tsn,Xmn,None,0,738
Ca,Tsn,Ycu,None,0,738 737
Ca,Txn,Pek,None,0,738
Ca,Tyn,Bav,Y,0,Cr7
Ca,Tyn,Ctu,None,0,321
Ca,Tyn,Dlc,None,0,738
Ca,Tyn,Dsn,Y,0,Cr2
Ca,Tyn,Hrb,Y,0,320
Ca,Tyn,Kmg,Y,0,320
Ca,Tyn,Lhw,Y,0,738
Ca,Tyn,Mfm,None,0,320 319
Ca,Tyn,Nkg,Y,0,738
Ca,Tyn,Pek,None,0,738
Ca,Tyn,She,Y,0,320
Ca,Tyn,Syx,None,0,738
Ca,Tyn,Szx,None,0,738
Ca,Tyn,Tao,Y,0,738
Ca,Tyn,Tna,Y,0,Cr7 Cr2
Ca,Tyn,Urc,Y,0,738
Ca,Uln,Pek,None,0,738
Ca,Urc,Cgo,Y,0,320
Ca,Urc,Ckg,None,0,737
Ca,Urc,Ctu,None,0,320
Ca,Urc,Htn,None,0,738
Ca,Urc,Inc,Y,0,738
Ca,Urc,Khg,None,0,738
Ca,Urc,Lhw,Y,0,738
Ca,Urc,Pek,None,0,738 772 321
Ca,Urc,Tna,Y,0,738
Ca,Urc,Tyn,Y,0,738
Ca,Urc,Xiy,None,0,738 320
Ca,Urc,Ycu,None,0,320
Ca,Uyn,Ctu,None,0,319
Ca,Vaa,Arn,None,0,At7
Ca,Vie,Bcn,None,0,333
Ca,Vie,Pek,None,0,333
Ca,Waw,Pek,Y,0,788
Ca,Wnz,Can,Y,0,738 320
Ca,Wnz,Ckg,None,0,319
Ca,Wnz,Ctu,None,0,320
Ca,Wnz,Kmg,None,0,738
Ca,Wnz,Kwe,None,0,319
Ca,Wnz,Pek,None,0,320 738 319
Ca,Wnz,Pvg,None,0,319 320
Ca,Wnz,She,None,0,320
Ca,Wnz,Syx,None,0,320
Ca,Wnz,Szx,Y,0,738
Ca,Wnz,Tao,Y,0,738
Ca,Wnz,Tna,Y,0,738
Ca,Wnz,Tpe,None,0,319
Ca,Wnz,Xiy,None,0,320
Ca,Wnz,Zuh,Y,0,738
Ca,Wua,Pek,None,0,738
Ca,Wuh,Can,None,0,738
Ca,Wuh,Cgq,Y,0,738
Ca,Wuh,Ckg,Y,0,738
Ca,Wuh,Cnx,None,0,320
Ca,Wuh,Ctu,None,0,320
Ca,Wuh,Het,None,0,320
Ca,Wuh,Hkg,None,0,320
Ca,Wuh,Inc,Y,0,738
Ca,Wuh,Kmg,Y,0,738
Ca,Wuh,Kwe,Y,0,738
Ca,Wuh,Mfm,None,0,320
Ca,Wuh,Nng,Y,0,738
Ca,Wuh,Pek,None,0,320
Ca,Wuh,She,Y,0,738
Ca,Wuh,Szx,None,0,320
Ca,Wuh,Tao,Y,0,738
Ca,Wuh,Tna,Y,0,738
Ca,Wuh,Wux,Y,0,738
Ca,Wuh,Xmn,None,0,320
Ca,Wuh,Xnn,Y,0,320
Ca,Wuh,Ynt,None,0,320
Ca,Wus,Can,Y,0,738
Ca,Wus,Ckg,Y,0,738
Ca,Wus,Tao,Y,0,738
Ca,Wus,Xmn,Y,0,738
Ca,Wux,Can,None,0,738
Ca,Wux,Ckg,None,0,738
Ca,Wux,Ctu,Y,0,738
Ca,Wux,Dlc,None,0,738
Ca,Wux,Foc,Y,0,738
Ca,Wux,Pek,None,0,738
Ca,Wux,She,Y,0,320 738
Ca,Wux,Syx,Y,0,320
Ca,Wux,Szx,None,0,738
Ca,Wux,Wuh,Y,0,738
Ca,Wux,Xiy,None,0,738
Ca,Wux,Xmn,Y,0,738
Ca,Wxn,Can,None,0,737
Ca,Xfn,Pek,None,0,738
Ca,Xfn,Szx,Y,0,319
Ca,Xic,Ctu,None,0,319 320
Ca,Xil,Pek,None,0,738
Ca,Xiy,Can,Y,0,738 320
Ca,Xiy,Ckg,None,0,737
Ca,Xiy,Ctu,None,0,738
Ca,Xiy,Dlc,None,0,320 738
Ca,Xiy,Hgh,None,0,319 320
Ca,Xiy,Hrb,None,0,737
Ca,Xiy,Inc,None,0,320 738
Ca,Xiy,Jdz,None,0,320
Ca,Xiy,Kwe,Y,0,738
Ca,Xiy,Kwl,None,0,738
Ca,Xiy,Lhw,Y,0,738
Ca,Xiy,Nkg,Y,0,738
Ca,Xiy,Nng,Y,0,320
Ca,Xiy,Pek,None,0,321 738 333
Ca,Xiy,Pvg,None,0,321 320
Ca,Xiy,She,Y,0,320
Ca,Xiy,Szx,Y,0,320
Ca,Xiy,Tao,Y,0,737 738
Ca,Xiy,Tna,Y,0,738
Ca,Xiy,Tsn,None,0,738
Ca,Xiy,Urc,None,0,738 320
Ca,Xiy,Wnz,None,0,320
Ca,Xiy,Wux,None,0,738
Ca,Xiy,Xmn,Y,0,738
Ca,Xiy,Xnn,None,0,320
Ca,Xiy,Ynt,Y,0,320
Ca,Xiy,Yty,Y,0,320
Ca,Xmn,Can,None,0,320
Ca,Xmn,Cgk,None,0,738
Ca,Xmn,Cgo,Y,0,738
Ca,Xmn,Ckg,None,0,738
Ca,Xmn,Csx,Y,0,738
Ca,Xmn,Ctu,None,0,320
Ca,Xmn,Hfe,Y,0,738
Ca,Xmn,Hgh,Y,0,738
Ca,Xmn,Jdz,Y,0,738
Ca,Xmn,Jiu,Y,0,737
Ca,Xmn,Juz,Y,0,738
Ca,Xmn,Kmg,Y,0,738
Ca,Xmn,Kwe,Y,0,737 738
Ca,Xmn,Kwl,Y,0,738
Ca,Xmn,Mfm,None,0,319 321
Ca,Xmn,Nkg,None,0,738
Ca,Xmn,Nng,Y,0,738
Ca,Xmn,Nrt,Y,0,763
Ca,Xmn,Ntg,Y,0,738
Ca,Xmn,Pek,None,0,738 321
Ca,Xmn,Syx,Y,0,Cr2
Ca,Xmn,Szx,Y,0,320
Ca,Xmn,Tao,Y,0,738
Ca,Xmn,Tna,Y,0,738 Cr2
Ca,Xmn,Tsn,None,0,738
Ca,Xmn,Wuh,None,0,320
Ca,Xmn,Wus,Y,0,738
Ca,Xmn,Wux,Y,0,738
Ca,Xmn,Xiy,Y,0,738
Ca,Xmn,Yty,Y,0,320
Ca,Xmn,Zuh,Y,0,738
Ca,Xnn,Cgo,None,0,319
Ca,Xnn,Ctu,None,0,320
Ca,Xnn,Pek,None,0,738
Ca,Xnn,Wuh,Y,0,320
Ca,Xnn,Xiy,None,0,320
Ca,Ybp,Can,None,0,737
Ca,Ybp,Pek,None,0,737
Ca,Ybp,Szx,None,0,319
Ca,Ycu,Can,None,0,737
Ca,Ycu,Ctu,None,0,319
Ca,Ycu,Hgh,None,0,320
Ca,Ycu,Kmg,None,0,738 737
Ca,Ycu,Lhw,Y,0,738
Ca,Ycu,Pek,None,0,738
Ca,Ycu,Szx,Y,0,320
Ca,Ycu,Tao,Y,0,738
Ca,Ycu,Tsn,None,0,738 737
Ca,Ycu,Urc,None,0,320
Ca,Yic,Pek,Y,0,320
Ca,Yic,Szx,Y,0,320
Ca,Yih,Pek,None,0,738
Ca,Yih,Szx,Y,0,320
Ca,Yin,Ctu,None,0,319
Ca,Yiw,Ctu,None,0,319
Ca,Yiw,Pek,None,0,738
Ca,Ynj,Icn,None,0,738
Ca,Ynj,Pek,None,0,738
Ca,Ynj,Tao,Y,0,737
Ca,Ynt,Can,Y,0,738
Ca,Ynt,Cgq,None,0,320
Ca,Ynt,Ctu,None,0,319
Ca,Ynt,Hgh,Y,0,738
Ca,Ynt,Hrb,Y,0,738
Ca,Ynt,Icn,None,0,321
Ca,Ynt,Nkg,Y,0,738
Ca,Ynt,Pek,None,0,738
Ca,Ynt,Pvg,Y,0,738
Ca,Ynt,Sha,Y,0,738
Ca,Ynt,Sjw,Y,0,738
Ca,Ynt,Szx,Y,0,738
Ca,Ynt,Tna,Y,0,738 Cr2
Ca,Ynt,Wuh,None,0,320
Ca,Ynt,Xiy,Y,0,320
Ca,Ynz,Pek,None,0,737
Ca,Yty,Ckg,None,0,738
Ca,Yty,Pek,None,0,738
Ca,Yty,Xiy,Y,0,320
Ca,Yty,Xmn,Y,0,320
Ca,Yvr,Pek,None,0,330
Ca,Yvr,Pvg,Y,0,763
Ca,Yyz,Pek,Y,0,77W
Ca,Yyz,Pvg,Y,0,77L
Ca,Zha,Ctu,None,0,319
Ca,Zha,Pek,None,0,738
Ca,Zha,Szx,Y,0,738
Ca,Zuh,Ckg,None,0,738
Ca,Zuh,Ctu,None,0,319
Ca,Zuh,Foc,Y,0,738
Ca,Zuh,Hyn,None,0,738
Ca,Zuh,Khn,Y,0,737
Ca,Zuh,Kwe,Y,0,738
Ca,Zuh,Nng,None,0,738
Ca,Zuh,Pek,None,0,738 321
Ca,Zuh,Wnz,Y,0,738
Ca,Zuh,Xmn,Y,0,738
Ca,Zyi,Pek,None,0,738
Cc,Gua,Sap,None,0,L4T
Cc,Gua,Tgu,None,0,L4T
Cc,Peu,Tgu,None,0,Sf3
Cc,Rtb,Gua,None,0,L4T
Cc,Rtb,Sap,None,0,Sf3
Cc,Rtb,Tgu,None,0,Sf3
Cc,Sap,Gua,None,0,L4T
Cc,Sap,Rtb,None,0,Sf3
Cc,Sap,Tgu,None,0,Sf3
Cc,Tgu,Gua,None,0,L4T
Cc,Tgu,Peu,None,0,Sf3
Cc,Tgu,Rtb,None,0,Sf3
Cc,Tgu,Sap,None,0,Sf3
Ce,Aja,Avn,None,0,Atr
Ce,Avn,Aja,None,0,Atr
Ce,Avn,Lig,None,0,Atr
Ce,Bes,Bod,None,0,Beh
Ce,Bod,Bes,None,0,Beh
Ce,Bod,Rns,None,0,Beh
Ce,Lig,Avn,None,0,Atr
Ce,Lig,Lys,None,0,Atr
Ce,Lys,Lig,None,0,Atr
Ce,Rns,Bod,None,0,Beh
Cg,Bne,Pom,None,0,737
Cg,Bua,Rab,None,0,Dh8
Cg,Dau,Lae,None,0,Dh8
Cg,Dau,Pom,None,0,Dh8 Dht
Cg,Dau,Ung,None,0,Dh8
Cg,Gka,Hgu,None,0,Dh8 Dht
Cg,Gka,Lae,None,0,Dh8
Cg,Gka,Mag,None,0,Dh8
Cg,Gka,Pom,None,0,Dh8
Cg,Gur,Lsa,None,0,Dh8
Cg,Gur,Mis,None,0,Dh8
Cg,Gur,Pnp,None,0,Dh8
Cg,Gur,Pom,None,0,Dh8
Cg,Hgu,Gka,None,0,Dh8 Dht
Cg,Hgu,Lae,None,0,Dh8
Cg,Hgu,Mag,None,0,Dh8
Cg,Hgu,Mxh,None,0,Dht
Cg,Hgu,Pom,None,0,Dh8
Cg,Hgu,Tbg,None,0,Dh8
Cg,Hgu,Tiz,None,0,Dh8
Cg,Hgu,Wwk,None,0,Dh8
Cg,Hkn,Lae,None,0,Dh8
Cg,Hkn,Pom,None,0,Dh8
Cg,Hkn,Rab,None,0,Dh8
Cg,Kvg,Rab,None,0,Dh8
Cg,Lae,Dau,None,0,Dh8
Cg,Lae,Gka,None,0,Dh8
Cg,Lae,Hgu,None,0,Dh8
Cg,Lae,Hkn,None,0,Dh8
Cg,Lae,Mag,None,0,Dh8
Cg,Lae,Mas,None,0,Dh8
Cg,Lae,Pnp,None,0,Dh8
Cg,Lae,Pom,None,0,Dh8
Cg,Lae,Rab,None,0,Dh8
Cg,Lnv,Pom,None,0,Dh8
Cg,Lsa,Gur,None,0,Dh8
Cg,Mag,Gka,None,0,Dh8
Cg,Mag,Hgu,None,0,Dh8
Cg,Mag,Lae,None,0,Dh8
Cg,Mag,Wwk,None,0,Dh8
Cg,Mas,Lae,None,0,Dh8
Cg,Mis,Gur,None,0,Dh8
Cg,Mxh,Hgu,None,0,Dht Dh8
Cg,Mxh,Pom,None,0,Dh8
Cg,Pnp,Gur,None,0,Dh8
Cg,Pnp,Lae,None,0,Dh8
Cg,Pnp,Pom,None,0,Dh8
Cg,Pnp,Tfi,None,0,Dh8
Cg,Pom,Bne,None,0,737
Cg,Pom,Bul,None,0,Dh8
Cg,Pom,Dau,None,0,Dh8 Dht
Cg,Pom,Gka,None,0,Dh8
Cg,Pom,Gur,None,0,Dh8
Cg,Pom,Hgu,None,0,Dh8
Cg,Pom,Hkn,None,0,Dh8
Cg,Pom,Lae,None,0,Dh8
Cg,Pom,Lnv,None,0,Dh8
Cg,Pom,Mxh,None,0,Dh8
Cg,Pom,Pnp,None,0,Dh8
Cg,Pom,Rab,None,0,Dh8
Cg,Pom,Tbg,None,0,Dh8
Cg,Pom,Tfi,None,0,Dh8
Cg,Pom,Tiz,None,0,Dh8
Cg,Pom,Ung,None,0,Dh8
Cg,Rab,Bua,None,0,Dh8
Cg,Rab,Hkn,None,0,Dh8
Cg,Rab,Kvg,None,0,Dh8
Cg,Rab,Lae,None,0,Dh8
Cg,Rab,Lnv,None,0,Dh8
Cg,Rab,Pom,None,0,Dh8
Cg,Tbg,Hgu,None,0,Dh8
Cg,Tbg,Pom,None,0,Dh8
Cg,Tbg,Ung,None,0,Dh8
Cg,Tfi,Pnp,None,0,Dh8
Cg,Tiz,Hgu,None,0,Dh8
Cg,Tiz,Mxh,None,0,Dh8
Cg,Ung,Dau,None,0,Dh8
Cg,Ung,Hgu,None,0,Dh8
Cg,Ung,Pom,None,0,Dh8
Cg,Ung,Tbg,None,0,Dh8
Cg,Wwk,Hgu,None,0,Dh8
